MGONYU11/0T 400.00,XGN_GA11    400.00
MGONYU11/0T 400.00,XGN_GA12    400.00
SBAVONA/0T  220.00,SPECCIA/37  220.00
SBAVONA/0T  220.00,SROBIEI/3G  220.00
RTULCE1A/0U 400.00,RISACC1A/0V 400.00
RTULCE1A/0U 400.00,RTARIV1/1D  400.00
TORRELLA/0U 220.00,ALTET/20    220.00
TORRELLA/0U 220.00,PALMERAL/VK 220.00
TORRELLA/0U 220.00,S.VICENT/W6 220.00
TORRELLA/0U 220.00,SALADAS/WB  220.00
TORRELLA/0U 220.00,SANTPOLA/WC 220.00
RISACC1A/0V 400.00,RL.SAR1/0W  400.00
RISACC1A/0V 400.00,RSMIRD1/0X  400.00
RISACC1A/0V 400.00,RVACAR1/1Q  400.00
RISACC1A/0V 400.00,RSTUPI1/1S  400.00
RISACC1A/0V 400.00,XVK_IS11    400.00
MDERRAMO/0V 400.00,CARTELLE/DA 400.00
MDERRAMO/0V 400.00,TRIVES/DW   400.00
RL.SAR1/0W  400.00,RSMIRD1/0X  400.00
RL.SAR1/0W  400.00,RVACAR1/1Q  400.00
LOUSAME/0W  220.00,SANCOMPO/KT 220.00
LOUSAME/0W  220.00,TAMBREII/L3 220.00
LOUSAME/0W  220.00,TIBO/L5     220.00
LOUSAME/0W  220.00,MAZARICO/LG 220.00
MGYOR 11/0W 400.00,MLITR 11/16 400.00
MGYOR 11/0W 400.00,MOROE 11/1H 400.00
MGYOR 11/0W 400.00,MREPC 11/1Z 400.00
MGYOR 11/0W 400.00,XGY_GA11    400.00
MGYOR 11/0W 400.00,XZU_GY11    400.00
SBEZNAU/0W  380.00,SBREITE/17  380.00
SBEZNAU/0W  380.00,SLAUFENBU/2D380.00
SBEZNAU/0W  380.00,SLEIBSTAD/2J380.00
SBEZNAU/0W  380.00,SMETTLEN/2T 380.00
SBEZNAU/0W  380.00,XBE_TI11    380.00
RSMIRD1/0X  400.00,RGUTIN1/0Y  400.00
RSMIRD1/0X  400.00,RGUTIN1/0Y  400.00
RSMIRD1/0X  400.00,RINDEP1/1T  400.00
SAGRAJAS/0X 400.00,ARSERVAN/IM 400.00
MGYOR 11/0X 220.00,XNE_GY21    220.00
MGYOR 11/0X 220.00,XWI_GY21    220.00
SBEZNAU/0X  220.00,SBREITE/18  220.00
SBEZNAU/0X  220.00,SLAUFENBU/2G220.00
SBEZNAU/0X  220.00,XBE_TI21    220.00
RGUTIN1/0Y  400.00,RBACAU1/0Z  400.00
RGUTIN1/0Y  400.00,RINDEP1/1T  400.00
PIÑUEL/0Y   400.00,VCARRETA/3O 400.00
PIÑUEL/0Y   400.00,VILLARIN/EW 400.00
SBEZNAU/0Y  220.00,SBIRR/12    220.00
SBEZNAU/0Y  220.00,SY/WEIACH/4Q220.00
RBACAU1/0Z  400.00,RROMAN1/1I  400.00
GOZON/0Z    220.00,TABIELLA/L2 220.00
GOZON/0Z    220.00,REBORIA/ZR  220.00
SBIASCA/0Z  220.00,SGORDUNO/1Y 220.00
SBIASCA/0Z  220.00,SIRAGNA/28  220.00
SBIASCA/0Z  220.00,SLAVORGO/2I 220.00
O-ZURN/1    380.00,O-SARA 11/1 380.00
O-DUERN/1   220.00,O-BISAM/1(1)220.00
O-MNGN/1    220.00,O-WERB/1    220.00
O-MNGN/1    220.00,XMN_BR21    220.00
O-SCHAE/1   220.00,O-JOCHE/1   220.00
O-SCHAE/1   220.00,O-PETER/1(1)220.00
O-PETER/1   380.00,O-SALZB/1   380.00
O-PETER/1   380.00,O-WAGEN/1   380.00
O-PETER/1   380.00,O-ERNST/1(1)380.00
O-PETER/1   380.00,XPE_IS11    380.00
